Line,GEBV_biomassfinalplant,GEBV_biomassfinalplot,GEBV_fruitlength,GEBV_fruitno,GEBV_fruitshapeindex,GEBV_fruitweight,GEBV_fruitwidth,GEBV_leafangledaily,GEBV_leafareadaily,GEBV_leafareadailyplant,GEBV_leafareaprojecteddaily,GEBV_leafareaprojectedplant,GEBV_yield
GPC07930,9672.251688,41081443.79,-0.009486135,40.01902722,1.333409699,-13.22727474,-0.885049328,0.030330141,608.5004803,199.3683858,353.230924,93.93679401,-0.945756929
GPC07931,-16266.14461,-59832886.18,0.106272676,13.19456931,0.329849695,6.731465376,0.471080113,-0.007401811,-912.423331,-197.6376467,-492.5779893,-119.0090707,-1.052779188
GPC07932,9195.250399,39946391.58,-1.497230921,81.37964106,2.011342056,-20.33023459,-1.656889569,0.043485139,1102.44101,302.5819302,670.383774,172.6419595,-3.121459753
GPC07933,-8947.99671,-32176244.06,-0.514262516,19.89487635,2.225093798,-14.23194015,-1.149432031,0.026583159,207.467378,80.2487272,231.1429689,70.37822229,-4.741669468
GPC07934,-1672.664349,-569283.7537,-0.921094101,29.57231305,-0.26369858,-1.515769923,-0.130388827,0.015575873,4.391052426,36.87739478,25.0079921,3.576680864,-1.54135203
GPC07938,-12095.93986,-42283642.06,0.314989461,27.68160104,0.56810635,2.097116264,0.009244435,0.00883364,-282.7995652,-41.35293185,-91.46024916,-23.1829324,-1.200190316
GPC07939,3168.747496,12244994.02,-0.883378777,35.34116698,0.317043847,-13.22332751,-0.625407594,0.014431383,83.91366163,53.32044441,68.22528367,30.00220845,-1.70910928
GPC07940,4685.026992,20214627.24,-1.82424485,9.151550455,0.544095559,-14.93516247,-0.674899959,0.0131211,43.46665683,26.15991036,62.97152894,11.56949168,-1.108244755
GPC07941,-3283.551049,-12719967.27,0.174618665,21.81989941,1.528056585,-13.60450971,-0.870330482,0.019608872,-134.9775941,-11.60236561,-48.16942767,-4.847317137,-1.960512342
GPC07942,-16128.18567,-58340883.38,-3.19942003,31.50644454,-0.674746429,-11.59752918,-0.170509594,0.007241575,-691.5084631,-157.6925763,-356.1241547,-90.22745703,-2.407610843
GPC07943,-9723.283022,-37713000.18,3.646854557,-10.53823596,1.716302419,-4.415263648,-0.588899041,0.004076321,-860.6308724,-180.5318001,-469.3903232,-116.4348603,-0.786671221
GPC07945,2834.176901,13126757.26,0.457210782,36.71215103,0.881928193,-12.01877075,-0.858267293,0.02626145,160.6501161,85.31510117,117.0342719,34.30217002,-1.018747584
GPC07946,-492.4539093,-5044598.175,-0.782392057,42.20661967,0.759817956,-15.0656549,-0.925547931,0.02380391,217.0637866,97.22602882,166.1198353,61.12376513,-2.097701711
GPC07947,-2288.829594,-5991325.848,-3.158180412,49.1098852,-0.83778088,-1.809781341,0.176674436,0.025334445,256.7389443,111.8329107,202.4036221,58.45221025,-1.263356826
GPC07948,-2737.496424,-11588089.46,-0.718236569,-5.356151858,0.407071214,-12.44945438,-0.502917615,0.026733647,101.1364169,76.40117497,185.4977006,59.41221128,-2.030477994
GPC07949,-4101.662347,-17834585.68,0.095725519,16.8803108,1.241718618,-5.787519313,-0.449891345,0.02853691,211.3208451,104.4325597,173.0733013,57.98774415,-0.602734356
GPC07950,6210.691627,22912028.76,-0.334045342,42.4794663,1.139733963,-8.203046116,-0.731446744,0.027192746,935.8004464,264.3628399,566.1724554,148.209731,-1.754111467
GPC07952,1215.344592,10501050.13,0.666565263,17.18505535,1.331497883,-12.7676306,-0.865548603,0.016581573,404.1344264,133.9776172,216.4997555,52.24284617,-1.852501401
GPC07953,-267.7454011,5263078.608,-0.864866983,49.15122392,1.415163257,-16.63656668,-0.996356738,0.026181412,454.7970202,148.6364437,289.6523006,69.41772447,-2.127374682
GPC07954,-8521.764734,-29321248.87,-0.498228151,36.62243756,1.483882675,-15.55226744,-1.062612563,0.014913219,-259.7214946,-38.9377504,-136.7468816,-40.14611444,-2.53262046
GPC07955,-7241.058711,-22299502.59,-1.291145137,17.41631129,-1.29E-04,0.447121487,0.0137478,0.012184166,-75.73880676,-1.26441035,-27.59626694,-8.971543468,-2.285069193
GPC07956,-2527.391085,-4770919.611,-0.416942937,48.01076784,1.146354938,-9.844467171,-0.83676545,0.018161278,632.529353,183.9706649,364.1847035,90.21210045,-1.984001448
GPC07957,-3150.49376,-8034343.097,-0.607522111,26.49197636,0.972440256,-13.07275581,-0.676124013,0.02502585,103.8119091,42.92419578,97.38627681,17.61745302,-1.271253005
GPC07958,-8876.774047,-31618559.84,-1.116426428,36.79918614,0.699464074,-8.815349649,-0.556864765,0.011104261,-198.2710607,-12.27953996,-91.76477128,-23.8941254,-1.844799023
GPC07959,17.97430507,4816852.779,-1.828252563,10.13637639,-0.523671623,-8.587307394,-0.18404465,0.024333802,310.7924279,90.73179233,268.747789,64.71578964,-1.300722544
GPC07962,-3530.822521,-3780704.692,-0.033868862,9.181592393,1.281127766,-9.527600914,-0.60569801,0.044319977,1167.086172,293.1168853,817.7589152,195.3614042,-0.775648905
GPC07966,-14061.00382,-55091066.44,-0.190289793,1.715721257,0.593155426,-7.286069419,-0.486572394,0.011839825,-574.0938153,-119.6703923,-204.7084732,-44.24143531,-0.716865656
GPC07967,-1343.391832,-2072190.139,0.017079874,13.06538819,0.851154404,-11.31528684,-0.714683043,0.019409519,324.0195795,99.65177889,253.1061991,63.46468323,-2.07512355
GPC07968,3584.023607,19837883.33,-2.656344456,62.3891521,1.116639036,-23.40000944,-1.893909709,0.045004912,869.8186424,268.3534675,550.2925675,147.0256421,-3.537727751
GPC07969,-10926.5787,-28544409.71,-1.375695087,18.59080789,-0.561501841,-0.488651258,0.434906818,0.009288397,-318.7395601,-75.69756457,-110.4763471,-48.98432246,-2.008495925
GPC07970,-5641.040851,-15489223.91,-1.871778367,20.70852983,0.257455966,-15.57471268,-1.084969369,0.039633714,952.5046109,255.0338402,696.4045846,172.2196388,-3.255670407
GPC07971,-4309.549521,-11970302.61,0.180339966,43.17616072,1.398050804,-8.307066422,-0.841973067,0.025828129,333.3756552,106.9351164,245.3392958,60.6380591,-1.598612931
GPC07973,-1059.617705,958288.249,-2.970304082,3.290012511,0.182562182,-16.67733585,-1.185907017,0.03474844,474.8402623,147.3603049,390.4321978,88.4644421,-3.554276692
GPC07974,3060.904771,12893402.47,-0.428320022,39.91469999,1.306241212,-16.00477125,-1.042074881,0.030584175,661.431646,204.5573151,411.350392,111.6537804,-1.353082314
GPC07975,-1769.827127,-5154851.78,0.489856561,50.6729125,1.779593687,-19.93117686,-1.632237714,0.015937784,559.0556298,169.5518815,301.8357537,89.00424829,-2.089459918
GPC07976,-14629.21739,-51112037.84,-3.331290636,27.09525969,-0.044126249,-10.57544103,-0.528445025,0.012844627,112.9494854,77.94049969,101.3636224,26.27103179,-2.688415522
GPC07977,-1169.755314,-325938.905,-1.829849723,22.43878992,-0.024438688,-15.43654861,-0.774930651,0.015571467,294.4849375,94.08975628,241.0511693,56.00168347,-2.393272528
GPC07978,-12686.84698,-44644893.53,1.638415147,19.61650079,2.153062666,-8.823391924,-0.7433812,0.016694281,-208.2447306,-30.6045408,-27.00204148,-8.420189783,-1.677682183
GPC07979,-28812.89891,-107670527.1,2.930426456,-3.47677924,0.58472004,9.524811595,0.479162887,-0.011580202,-1514.366137,-363.9238972,-851.4464678,-210.8671939,-0.098449412
GPC07980,-23502.22371,-85402277.56,0.964233943,-8.604904385,0.535782944,4.063247389,0.262886901,0.006357801,-1121.759054,-225.4521768,-506.0626027,-131.1609351,-0.905929205
GPC07981,-20337.19081,-75794080.9,2.531293766,0.585774261,1.216710515,-0.090060145,-0.173981393,0.01329049,-1097.533971,-250.6212584,-490.7185284,-121.1793072,-1.276471695
GPC07982,-18424.19362,-63101041.26,3.042643405,6.90739745,1.87941076,-3.139403763,-0.517359142,0.008591004,-752.2843968,-159.3325117,-374.6907616,-100.238313,-1.856285553
GPC07984,-23084.32206,-80910347.73,0.013690106,-2.230058859,-0.174717098,6.514593504,0.679560741,-0.003620212,-1157.64291,-272.4459323,-533.0297091,-148.5544224,-0.209189348
GPC07985,-1472.963005,2485345.148,-1.853759594,41.89344975,0.013746743,1.621086195,0.13372657,0.016161631,200.8911051,52.32933371,175.3776274,35.79965624,-0.422934202
GPC07986,-14358.41053,-46562473.07,0.065087247,-15.38552838,-0.996035403,15.37728683,1.393516416,-0.010329058,-736.2741899,-186.7001527,-408.0961773,-120.4719145,0.509982972
GPC07987,-8481.315879,-30327020.65,0.219847767,36.25314506,0.966492908,2.624560555,-0.115484402,0.00473747,-546.7539709,-95.52216332,-322.9535901,-73.86343815,-0.966127182
GPC07988,-19318.45169,-68873308.46,1.042810584,14.06074267,1.668941007,-8.797546432,-0.540904171,0.008919255,-903.9819958,-196.751083,-460.8662528,-112.6681781,-1.824246184
GPC07989,-7954.111854,-23714933.23,-0.919243117,37.40696742,0.214267511,-0.749029091,0.151179845,0.010061923,-44.43608502,9.518826198,8.911489862,-5.133578064,-0.707783534
GPC07990,-3441.3212,-11571862.81,-0.089887693,32.55249372,1.286825734,-9.922090908,-0.714351474,0.01781076,105.4661183,70.9003237,120.5188636,30.14694076,-1.862466911
GPC07991,1485.458983,5606841.376,-0.51619663,34.54639564,1.073162323,-8.741326065,-0.649117237,0.01160991,156.7216826,87.08475386,89.31042987,34.58792763,-0.883166852
GPC07992,-20362.10799,-70231513.15,1.128751505,-22.83928942,0.342965369,7.092479794,0.654154254,-0.009495391,-810.8659151,-178.0364505,-393.4382994,-106.3245,-0.468114628
GPC07993,-324.8257094,-499649.2096,-2.847439354,34.35134745,-1.052930162,3.18239874,0.276074458,0.006803686,206.9699996,88.33052152,131.5282875,47.40179917,-0.77997035
GPC07994,5196.442876,21991464.14,-1.996573101,84.83557888,0.901335873,-22.02717215,-1.376992874,0.031072816,1064.184857,301.255141,673.2641628,171.7977221,-2.002211871
GPC07996,-4280.843851,-945582.0423,-0.117882662,50.92259735,1.658772383,-14.86085905,-1.024409227,0.02392933,230.0120677,47.55376967,107.4260205,5.26875063,-2.474137914
GPC07997,6258.660536,29144772.06,-1.110134017,99.55049342,2.18057734,-22.12870153,-1.643908119,0.031599489,849.370828,265.2639451,439.5230417,117.1790394,-3.045723791
GPC07998,923.2872575,8272425.156,-1.384317163,66.2529277,0.540599006,-2.154204558,-0.064572445,0.022034502,488.3734854,144.0584196,319.7839723,84.13519853,-1.080402841
GPC07999,2692.401934,9011255.959,-0.142099315,33.53458613,0.066897066,-5.832452431,-0.550160493,0.019128698,449.9758683,151.9018088,321.1656333,88.338502,-1.001225608
GPC08000,-14098.5179,-54409699.74,-1.888530936,3.894628638,-1.607114286,6.616442159,0.8994105,6.26E-04,-860.4298843,-168.1844905,-446.7941323,-97.98872466,-0.693200308
GPC08001,1787.125237,6539587.048,1.234973392,39.99767254,2.097407481,-9.979904884,-0.82385644,0.019600409,64.58699899,85.92672617,32.78366278,19.40158802,-0.41309047
GPC08002,-26576.40636,-97417192.36,3.465767187,-13.89037047,1.137553987,6.97205598,0.345992627,-0.021971011,-1420.810703,-356.0557017,-844.4554644,-218.7605381,0.031658182
GPC08005,-16684.56675,-64029447.94,2.065120144,11.98426309,0.733373499,7.943691008,0.346040186,-0.004963786,-822.1668403,-177.0613325,-511.6295726,-124.3759409,-0.079733211
GPC08006,-15814.33006,-54376066.68,0.894872537,-35.44445964,-0.710659355,23.13791538,1.854346633,-0.016789428,-948.2704435,-227.3268603,-597.3549227,-156.1894256,1.032156961
GPC08007,-3313.390754,-16129247.64,0.411958508,57.01184942,2.380850576,-9.839075306,-0.897690556,0.020961218,-75.26155014,37.26537006,-5.748761286,23.32111097,-1.550382776
GPC08008,17412.81733,68165082.11,-2.444950969,134.3829684,2.224669016,-28.15278656,-2.156988851,0.051395174,1289.369147,392.5157081,761.6291053,208.7472748,-2.675623901
GPC08010,8856.396616,30744688.42,-2.255945784,57.27739196,1.279999105,-19.41854896,-1.09283754,0.03789345,1060.214362,318.4609013,586.7830373,171.5153821,-1.839879209
GPC08012,3576.054448,20819292.32,-2.264921842,62.82491885,1.366446701,-27.56526025,-1.785949227,0.045132504,818.2863162,225.7707098,570.8284577,140.235912,-2.382941642
GPC08013,-12806.84838,-52447860.2,-0.549667238,3.217195586,-0.511581684,-6.990540478,-0.562562051,0.007952789,-170.6147987,-3.98357277,-60.54540505,-0.428361092,-1.983367859
GPC08015,10746.66321,49272931.36,-2.316080615,69.7298006,1.20410058,-22.87644653,-1.788266571,0.049760423,1626.475142,433.2453354,938.5784301,232.0197401,-3.345159294
GPC08016,11483.34229,46253182.76,-2.805892834,101.9324299,1.406594713,-25.02595248,-1.604272873,0.048161255,1335.908228,388.9390901,812.7312282,214.0310916,-2.732880613
GPC08017,-4994.991332,-19677944.95,-0.873737478,-2.960661825,-0.070560568,-4.225069651,-0.237652407,0.019163793,-374.0403166,-39.32550874,-185.7208683,-30.88986052,-1.887531553
GPC08018,17516.89495,60942701.25,-2.183178161,93.31621495,1.896540024,-25.1159555,-1.760222831,0.055765955,1681.013092,495.1704831,992.5099234,284.932292,-1.970535112
GPC08019,-7804.527686,-29297527.56,-0.225153638,15.13687877,2.380542314,-15.71149889,-1.253867239,0.029969722,216.301992,71.33080769,246.7985277,75.7974937,-4.924990569
GPC08020,7124.517064,31493770.66,-1.584402285,86.48861325,1.515822123,-20.73902594,-1.59332177,0.036743175,1206.171463,348.606575,700.7505263,181.287293,-2.20005505
GPC08021,1227.683484,5563528.986,1.389628988,39.91766505,2.336046977,-10.23577408,-1.009627804,0.025948745,337.2427217,114.318092,170.3053352,53.96672671,-0.728651792
GPC08022,7782.657297,32340410.75,-0.25567038,29.78710529,1.172662105,-9.826003804,-0.742118474,0.021609818,479.8254354,158.705388,276.6636418,78.89614355,-1.649126767
GPC08023,-953.7068201,612665.6647,-0.919836421,35.71431218,-0.069780075,1.517200982,0.238273493,0.014138878,-263.3246735,11.67654526,-92.34013616,-17.1303924,-1.431169807
GPC08026,18248.23188,73111767.32,-2.399542284,125.7912809,1.214221616,-21.49823602,-1.551358692,0.055292128,1851.473028,504.6742725,1020.788544,266.8760391,-1.777049363
GPC08027,6377.116946,30918592.11,-2.316232869,84.28794071,1.645690037,-21.47312039,-1.544968581,0.035213236,864.4630595,261.9900337,498.6600922,128.0884098,-3.354670817
GPC08029,7585.859096,35044321.88,-0.806483593,79.44656284,1.936498052,-17.08203491,-1.372423143,0.036795518,1061.93546,308.4091064,632.7040502,160.9384136,-1.398251077
GPC08035,-14120.91615,-53021659.96,-5.27609939,-1.689890802,-2.746922478,-1.03924586,0.756235461,-0.003327897,-1319.120498,-296.6475536,-674.8896075,-166.5110458,-2.282888313
GPC08037,13331.38474,60306618.55,-3.485446524,58.90878435,0.096399398,-19.92259544,-1.157775719,0.047387539,1481.633942,415.5825506,932.6593579,219.2362486,-2.330861348
GPC08038,-18221.92621,-60984742.77,0.416932239,19.48278707,0.982002363,-5.610801445,-0.461107227,0.001776013,-1304.481449,-274.0809089,-647.9978132,-172.9800256,-2.409047812
GPC08039,-11682.12885,-38924710.9,0.678010014,12.76961644,0.726845369,2.305971388,-0.08188802,0.006812457,-502.0100525,-97.02421879,-246.7334114,-69.03308486,-2.156332662
GPC08044,4309.246129,21885058.22,-2.058866998,87.57759704,1.746249981,-26.68762842,-2.034038483,0.041835967,1390.015767,383.2328645,794.5847148,205.9307496,-3.493141876
GPC08045,-11140.61178,-40686353.43,-0.766675055,0.004663901,-0.462243727,-9.543602717,-0.211050188,0.004210781,-787.8279709,-157.6924346,-364.0005486,-86.94151173,-1.490723082
GPC08046,-4949.655752,-23588454.55,0.928784582,8.314064315,1.100849972,-8.427529548,-0.494113949,0.003772804,-538.141925,-90.93134576,-287.5376606,-55.85513303,-1.770692623
GPC08047,-8627.669392,-34580814.31,0.755533311,0.314924529,0.291455718,-2.250784321,-0.092703001,-8.18E-04,-498.9335432,-104.2840158,-255.5755427,-57.36810521,-1.307617226
GPC08048,-14314.12847,-49854365.04,-0.952174306,-9.521943332,-0.482218792,-3.981197896,-0.180406357,0.007242135,-334.2383411,-45.77466077,-156.3533083,-41.23738678,-1.795433094
GPC08052,-4033.148144,-15086128.42,-1.398847665,25.13894368,0.693040872,-16.50260265,-1.054374305,0.022315801,9.053630311,47.71729002,60.68090357,21.49292374,-2.742446015
GPC08055,-10131.75016,-32336659.91,-3.584780937,12.433137,-0.848249721,-7.313053883,-0.109314415,0.029912387,-117.9954367,28.28670517,59.7682824,11.73772374,-3.308786575
GPC08056,-3487.747571,-2065428.353,-0.740141454,-24.1786714,0.667971571,-12.8896159,-0.730448416,0.026633554,103.874007,26.41254072,120.8031395,10.79251192,-2.475135596
GPC08059,-8735.983447,-33990716.68,-1.929110526,15.28934085,-0.494765826,-5.864505619,-0.43484122,0.027866425,3.976042536,40.52390529,122.5398674,46.62967114,-2.222991475
GPC08060,-11386.56158,-37695587.04,1.165082865,0.396656172,0.102664767,-2.512233333,0.054046817,0.003524728,-464.1344098,-102.5193163,-222.9994811,-65.85501849,-1.03942057
GPC08061,-290.6635578,1392734.823,-3.129852488,83.90237718,-0.493699711,-8.692994579,-0.690770263,0.027787979,572.8946175,189.4623058,409.007006,104.5592164,-2.138950835
GPC08063,-13157.27226,-47589469.21,-0.150907873,26.13269614,3.070345026,-15.18954489,-1.234390032,0.031624509,309.4575874,99.19477178,300.0714227,88.16686237,-5.297956631
GPC08065,-32677.42816,-120059840.9,0.803013228,-22.72204714,1.025660597,-2.79657429,-0.009890897,2.69E-04,-1521.416389,-347.5551429,-727.0431674,-185.7959329,-2.012071245
GPC08066,-415.8913809,1193313.784,-2.395716512,28.11678891,-0.278965257,-11.01068535,-0.463538776,0.016846818,143.168768,83.36778337,111.1103186,27.47577098,-2.395776334
GPC08069,-18277.16452,-61691976.82,-1.966236292,-3.440840794,-0.276244608,-2.44879258,0.308785162,0.0260356,-500.5517157,-81.17822438,-120.6882092,-35.29316661,-1.784036849
GPC08072,-22890.78221,-91434827.12,5.231424491,11.56005932,3.314524567,-0.036909478,-0.409691751,-5.20E-04,-1162.973187,-210.4364517,-667.6733425,-154.9670308,-0.623208937
GPC08073,-4476.487304,-14853191.61,-1.344190483,34.37861037,0.929350031,-14.22561591,-1.181004806,0.041920475,525.1384872,178.4051443,396.9168407,108.5541558,-3.6586758
GPC08074,-7065.349906,-20208943.8,-2.177300595,2.843120255,0.050011229,-18.28701736,-1.25406539,0.03663205,699.4813902,216.8910392,544.50866,126.1753556,-3.507062333
GPC08075,-18389.18457,-74248433.89,0.036761728,-7.109136356,-1.644546578,13.26510796,1.456660746,-0.018058381,-1426.098741,-324.6593198,-801.142641,-195.3871953,0.284692316
GPC08076,9993.101098,43537975.27,-2.20565074,85.88563839,0.540915407,-10.34495786,-0.85988674,0.035400207,1042.414981,292.0926159,614.2261893,159.2088068,-1.851263153
GPC08077,-20237.37186,-64577343.35,0.221346198,17.43198231,0.977634383,-6.829351201,-0.624459669,0.005375775,-1161.262599,-250.0848225,-574.5250697,-165.7873443,-2.367220807
GPC08079,-12952.54509,-49830441.36,-1.029292111,52.48839079,0.843270536,-12.24087756,-0.906223536,0.010865087,86.95581584,61.33435763,61.08079066,29.70313448,-2.546644637
GPC08082,-37537.54723,-142938748.2,-2.112774693,-23.34353666,-2.189360118,39.38549744,2.567389204,-0.014039845,-1793.30274,-419.6187972,-831.252018,-206.2741375,-0.689728944
GPC08083,-27421.60114,-99762902.21,5.289525603,-0.646103892,1.338961923,14.05538549,0.719764594,-0.011199561,-1568.114807,-379.1369325,-922.0566302,-232.7882019,0.670656954
GPC08085,-23207.45833,-85104500.03,3.747003245,8.781758855,1.924462867,-2.607897194,-0.280444938,-0.004372046,-1478.679919,-350.7092128,-794.6902656,-200.6616958,-0.299987099
GPC08086,18540.90771,69312719,-1.625204759,101.3423178,2.283927771,-18.90871415,-1.565635068,0.041705865,1308.87059,404.9847677,727.1841419,210.9437463,-2.42884004
GPC08087,-27935.26452,-105526564.9,1.195909986,-11.96917266,-1.241503694,22.59437338,1.667163848,-0.016745653,-1588.960678,-365.1422315,-846.4629955,-205.173685,1.932276153
GPC08088,-26241.59043,-95465442.51,-0.304612051,-17.62776412,-2.075844588,32.06339925,2.502775061,-0.03527492,-1353.037949,-314.7638101,-803.5510346,-203.973771,0.783430226
GPC08089,-33550.67922,-125270511.4,-1.579320657,-21.51886298,-1.685701559,22.65708485,2.143124763,-0.016636426,-1954.536174,-465.0840468,-1042.892641,-259.6374864,-0.288073057
GPC08090,-8926.544832,-26855852.21,-2.679304019,22.08082447,-0.077492036,-16.47036017,-1.049333754,0.025221715,293.4507354,96.38815906,293.9637293,71.17128782,-3.72109708
GPC08092,-26424.5276,-97340176.51,-0.114899105,-25.1520588,-1.917625936,38.16892876,2.220433174,-0.018785403,-1367.712559,-320.0808563,-695.2675635,-179.1859788,0.292728381
GPC08093,-25450.39392,-92732885.72,0.385274106,-18.67400197,-1.728064149,34.44512558,2.429064451,-0.034830967,-1346.60108,-315.8461285,-799.9701948,-202.5490717,1.103408362
GPC08094,-21489.70708,-79646457.61,-0.283207386,-14.64920643,-1.194942622,19.57178102,1.745902668,-0.030018148,-1373.397413,-322.1466254,-794.9929708,-197.6544628,0.439284384
GPC08095,-28694.99829,-105142908.3,-2.21338439,-15.19028432,-2.2698838,31.99084216,2.579058647,-0.026032976,-1367.580164,-334.9532554,-709.2358981,-179.3151273,0.238128252
GPC08096,-24231.20739,-92021702.99,-2.896804949,-7.542310813,-1.902988891,19.09038069,2.205484126,-0.013171778,-1518.257036,-359.8254895,-806.6812472,-201.2196698,-0.328863491
GPC08099,-24080.79824,-86113951.19,0.305047617,-18.20988831,-1.881710828,31.1028915,2.484054458,-0.033523406,-1300.09677,-310.20803,-789.7671126,-203.6591607,1.128886673
GPC08100,-30917.68018,-117788439,-1.10772521,-11.920635,-2.220374075,37.36076112,2.364529985,-0.017270685,-1603.8205,-366.292307,-801.6367935,-195.5371864,-0.189591856
GPC08101,-2837.95561,-5687522.862,0.008735937,14.05560377,1.709945076,-16.29564318,-1.317752748,0.030673248,602.781575,167.7234896,466.6442213,115.0972806,-3.840756921
GPC08102,-11947.38028,-44841314.08,-0.228701008,19.51643389,2.3608683,-14.0472887,-1.150745401,0.025183619,52.77588602,39.14838647,167.9531819,58.43047455,-5.325648977
GPC08103,-7076.681219,-21725049.95,-0.574562056,18.93124289,1.994342616,-16.67187897,-1.205268879,0.029792765,502.7665406,128.2168603,422.4609938,110.0203379,-4.829581114
GPC08104,-2344.841369,-4385554.09,-1.439755678,12.15062462,1.278886951,-18.26081363,-1.270667075,0.03455023,598.3553727,179.4402812,474.3636195,122.3747489,-4.634260685
GPC08105,3071.663087,13790645.73,-3.919234769,52.3458801,-0.643928989,-22.7456605,-1.43311765,0.038136844,769.5501881,252.2632817,519.7355139,141.4180319,-3.258249816
GPC08106,-5590.398736,-15687441.02,-2.105243023,21.36503274,0.196724984,-15.75993843,-1.049104491,0.025527285,452.3936888,138.0076294,389.110041,97.26422389,-3.396973823
GPC08107,-8981.190223,-29103786.76,-2.080751021,22.27501526,0.362466181,-16.83757774,-1.158445846,0.027075853,352.7450799,115.7229181,353.61407,89.52585235,-3.774219315
GPC08108,-8758.370251,-30464967.51,-0.229081879,7.859520259,2.382717134,-16.60244528,-1.200244379,0.02592453,218.6967768,64.76998883,246.9946285,73.55433171,-5.090180766
GPC08109,-16285.69328,-58490674.09,2.608398218,0.144810655,1.263412778,14.02812985,0.739018999,-0.011025928,-1105.165265,-232.7651515,-723.0605996,-188.3367665,0.247744437
GPC08110,-10485.85919,-43354853.56,0.144984935,11.53217335,0.55534994,-6.761515894,-0.337292012,-1.67E-04,-967.1925091,-208.8643832,-538.0982146,-126.732775,-1.629364489
GPC08111,5266.373348,27653390.36,0.443553714,7.66206121,1.215888674,-19.50255536,-1.279376328,0.035456882,1057.018657,263.2605683,636.7556514,150.501037,-1.286712634
GPC08112,11051.7071,49034949.97,2.93907718,19.08584333,3.591324686,-12.61327413,-1.118624903,0.052726086,1211.777831,347.4807658,731.6652934,180.3979287,-0.322850171
GPC08113,905.8079877,1715526.917,4.229630327,14.99443853,2.51487519,-5.916975133,-0.536740451,-0.003592965,-437.3836287,-78.97806495,-342.7252029,-84.22405792,0.333256178
GPC08114,-27028.91104,-98508513.24,0.644053724,-1.755513215,-0.4788618,14.62647984,1.356271845,-0.009830919,-1413.78174,-321.0705373,-814.3884252,-203.8150188,-0.413891346
GPC08116,-11682.44404,-36950954.01,-0.413260142,37.31239612,0.117444822,-3.99125407,-0.256896221,0.004106968,148.4236124,31.32523515,102.2977064,17.45492172,-1.094017962
GPC08117,-15703.68803,-55106401.17,-0.047091848,41.61333647,0.490292232,-5.638024099,-0.454721238,0.011140538,-449.7638362,-80.18027581,-235.9180305,-63.67889776,-1.020176882
GPC08118,-4257.350853,-12675960.17,-1.873564333,22.49615807,0.238104447,-17.21232548,-1.1107031,0.025907659,467.6249155,143.5240244,392.7684687,101.9749389,-3.389391261
GPC08119,-11966.01218,-45096748.77,-0.041117546,9.700267992,2.567899774,-14.20625436,-1.140167175,0.026353135,24.58345446,27.07357499,141.2894083,52.58665727,-5.38962554
GPC08121,-8419.438285,-29773940.76,-0.275261069,14.72821156,2.661601501,-14.85584679,-1.20409866,0.026719726,137.0140154,46.68988799,202.0135625,62.84760972,-5.385139228
GPC08122,-7976.290627,-20439496.19,-0.540697336,5.653625652,-0.366038785,-5.543324955,-0.167661634,0.020257265,102.9702902,39.84026052,91.17335914,5.221065032,-1.723250081
GPC08123,-9157.717863,-31740413.55,-0.078212238,10.91978737,2.293877609,-14.58101306,-1.197963599,0.026058124,91.47049369,39.491668,165.5874253,51.26068503,-4.954737868
GPC08124,-6869.27618,-25405584.68,0.244321802,18.21931393,2.848943919,-15.1362174,-1.275761598,0.027153255,76.01365567,36.3520969,149.9801038,52.15399797,-5.320190425
GPC08125,-7348.294871,-25481483.35,0.384580209,8.003799926,2.522628435,-14.39105564,-1.232978618,0.032048154,202.4389449,63.36292937,234.948231,69.37728554,-4.688300089
GPC08126,-8854.985793,-31093500.68,-0.187750811,11.46665159,2.331761699,-13.38796308,-1.007441232,0.025118674,67.28808212,36.59680139,151.215267,49.86952838,-5.007361146
GPC08127,784.700079,-1319099.742,-1.114323787,61.21593107,1.68814875,-24.03512929,-1.888482984,0.042022559,693.216573,243.2649948,446.1988717,136.879976,-3.178023099
GPC08128,-6397.256896,-17163803.6,-2.91266418,12.21379607,0.007023475,-12.37344036,-0.823124174,0.035276673,724.9603148,213.0059284,514.1108942,122.443223,-3.084442297
GPC08129,-7569.339697,-18076269.38,-2.422717996,19.01294924,0.559597325,-20.05223993,-1.326281177,0.039435058,596.9794679,191.3956847,477.614491,110.2371889,-3.735881349
GPC08130,-7051.409818,-24522659.37,-0.197735728,9.563707921,2.36924892,-15.80282113,-1.26291838,0.027432804,216.293902,71.64257385,241.9267599,72.73505958,-5.181602512
GPC08131,-5276.985022,-19443255.46,-0.30601241,10.48890536,2.444819225,-15.91173205,-1.240793981,0.025516218,260.5720564,84.27802805,246.6507186,78.25156994,-5.162936841
GPC08132,-5352.582375,-18996757.92,-0.124642407,12.69332685,2.790985987,-15.59886727,-1.235989632,0.026230112,244.7856331,76.46557671,233.2421882,72.49498267,-5.047833954
GPC08133,-7242.903299,-25434602.01,-0.101118708,14.40971478,2.375426713,-14.18991251,-1.196858659,0.027106075,262.0783457,79.10540902,255.6103609,75.10701761,-4.898449887
GPC08134,-8375.813334,-23978860.1,0.089324458,26.30712329,0.698314378,-3.807571143,-0.416422548,0.018155999,-4.1002182,20.20291515,39.03133604,-0.277750044,-1.286391359
